"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica"
"26/02/2017","robo a persona","-104.36246","19.771007","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"11/02/2017","lesiones dolosas","-104.038139","20.199387","cruz verde","tecolotlan","88","17:45","la vida y la integridad corporal","interior"
"12/02/2017","robo a vehiculos particulares","-104.379114","19.76681","cosio vidaurri","autlan de navarro","15","05:30","el patrimonio","interior"
"09/02/2017","robo a int de vehiculos","-104.234529","20.271329","centro","atengo","11","17:45","el patrimonio","interior"
"17/02/2017","abuso sexual infantil","-103.985666","19.699285","centro","tuxcacuesco","106","17:45","la libertad y la seguridad sexual","interior"
"02/02/2017","lesiones dolosas","-104.373577","19.764613","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"25/02/2017","violencia familiar","-104.373079","19.769933","centro","autlan de navarro","15","17:45","la familia","interior"
"06/02/2017","violencia familiar","-104.37216","19.773084","centro","autlan de navarro","15","05:30","la familia","interior"
"11/02/2017","robo a negocio","-103.981347","20.219885","ojo de agua","tecolotlan","88","05:30","el patrimonio","interior"
"14/02/2017","violencia familiar","-104.359718","19.747602","valle del vergel","autlan de navarro","15","05:30","la familia","interior"
"19/02/2017","robo a int de vehiculos","-104.369154","19.770299","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"27/02/2017","robo a persona","-104.36246","19.771007","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"17/02/2017","robo a persona","-104.371361","19.767506","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"08/02/2017","robo a casa habitacion","-104.043021","20.194598","la virgen","tecolotlan","88","05:30","el patrimonio","interior"
"09/02/2017","robo de motocicleta","-104.362544","19.776384","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"24/02/2017","robo a casa habitacion","-104.276845","19.950413","la unidad","union de tula","110","05:30","el patrimonio","interior"
"17/02/2017","violencia familiar","-104.272768","19.840941","ayuquila","el grullo","37","17:45","la familia","interior"
"21/02/2017","lesiones dolosas","-104.219952","19.809082","centro","el grullo","37","17:45","la vida y la integridad corporal","interior"
"25/02/2017","robo de motocicleta","-104.367904","19.789651","villas de autlan","autlan de navarro","15","17:45","el patrimonio","interior"
"12/02/2017","robo a negocio","-103.981347","20.219885","ojo de agua","tecolotlan","88","05:30","el patrimonio","interior"
"12/02/2017","robo a vehiculos particulares","-104.161577","20.213392","centro","tenamaxtlan","90","05:30","el patrimonio","interior"
"07/02/2017","robo a negocio","-104.355113","19.767918","jardines de autlan 2","autlan de navarro","15","17:45","el patrimonio","interior"
"15/02/2017","robo a casa habitacion","-104.040512","20.19322","la virgen","tecolotlan","88","17:45","el patrimonio","interior"
"03/02/2017","lesiones dolosas","-104.050728","20.209982","la loma (unidad deportiva)","tecolotlan","88","17:45","la vida y la integridad corporal","interior"
"27/02/2017","violencia familiar","-104.363818","19.760656","residencial providencia","autlan de navarro","15","05:30","la familia","interior"
"14/02/2017","violencia familiar","-104.354623","19.775787","infonavit (la noria)","autlan de navarro","15","17:45","la familia","interior"
"01/02/2017","robo a int de vehiculos","-104.216719","19.80839","centro","el grullo","37","05:30","el patrimonio","interior"
"16/02/2017","robo a int de vehiculos","-104.365122","19.771189","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"07/02/2017","lesiones dolosas","-104.372771","19.765568","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"13/02/2017","robo de motocicleta","-104.36495","19.771323","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"16/02/2017","robo a casa habitacion","-104.359718","19.747602","valle del vergel","autlan de navarro","15","05:30","el patrimonio","interior"
"04/02/2017","lesiones dolosas","-104.376862","19.771537","la primavera","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"26/02/2017","violencia familiar","-104.363902","19.76128","residencial providencia","autlan de navarro","15","05:30","la familia","interior"
"02/02/2017","robo a int de vehiculos","-104.37642","19.772204","la primavera","autlan de navarro","15","17:45","el patrimonio","interior"
"10/02/2017","robo de motocicleta","-104.161181","20.210508","centro","tenamaxtlan","90","05:30","el patrimonio","interior"
"23/02/2017","lesiones dolosas","-104.344504","20.134571","centro","ayutla","17","05:30","la vida y la integridad corporal","interior"
"01/02/2017","violencia familiar","-104.371478","19.759563","camichines","autlan de navarro","15","05:30","la familia","interior"
"28/02/2017","robo a casa habitacion","-104.37667","19.769322","ipevi","autlan de navarro","15","05:30","el patrimonio","interior"
"25/02/2017","robo a persona","-104.36246","19.771007","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"21/02/2017","robo a negocio","-104.367355","19.771594","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"23/02/2017","robo a casa habitacion","-104.368927","19.794073","lazaro cardenas","autlan de navarro","15","17:45","el patrimonio","interior"
"11/02/2017","lesiones dolosas","-104.365122","19.771189","centro","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"02/02/2017","abuso sexual infantil","-104.163918","19.825292","centro","el limon","54","05:30","la libertad y la seguridad sexual","interior"
"15/02/2017","violencia familiar","-104.223781","19.812921","del alamo","el grullo","37","17:45","la familia","interior"
"14/02/2017","violencia familiar","-104.364086","19.751006","cerro colorado 2da secc","autlan de navarro","15","05:30","la familia","interior"
"13/02/2017","robo a casa habitacion","-103.972258","20.206089","no disponible","tecolotlan","88","17:45","el patrimonio","interior"
"21/02/2017","robo de motocicleta","-104.366736","19.766369","centro","autlan de navarro","15","17:45","el patrimonio","interior"
