"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica","ID_municipio_unico"
"2017-01-18","Violencia familiar",-103.436397,20.287765,"ANIMA SOLA","Jocotepec",50,"17:45","La familia","Interior","MUN050"
"2017-01-02","Lesiones dolosas",-103.189489,20.292918,"CHAPALA CENTRO","Chapala",30,"5:30","La vida y la integridad corporal","Interior","MUN030"
"2017-01-04","Robo a persona",-103.188062,20.297177,"LA PAROTA","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-24","Violencia familiar",-103.37553,20.337009,"POTRERILLOS","Jocotepec",50,"17:45","La familia","Interior","MUN050"
"2017-01-03","Abuso sexual infantil",-103.259154,19.980124,"CONCEPCION DE BUENOS AIRES","Concepción de Buenos Aires",26,"5:30","La libertad y la seguridad sexual","Interior","MUN026"
"2017-01-18","Robo a negocio",-103.124737,20.391845,"ATOTONILQUILLO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-12","Lesiones dolosas",-103.420639,20.284212,"VIRGEN DE GUADALUPE 2","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-01","Lesiones dolosas",-103.419687,20.232217,"SAN PEDRO TESISTAN","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-07","Abuso sexual infantil",-103.193454,20.302718,"PLAZA DE TOROS","Chapala",30,"5:30","La libertad y la seguridad sexual","Interior","MUN030"
"2017-01-06","Robo casa habitación",-103.048031,20.160448,"CENTRO","Tizapán el Alto",96,"17:45","El patrimonio","Interior","MUN096"
"2017-01-30","Robo a negocio",-103.189489,20.292918,"CHAPALA CENTRO","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-26","Robo casa habitación",-103.350518,20.292392,"SAN JUAN COSALA","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-30","Lesiones dolosas",-103.533945,20.389539,"EL MOLINO","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-19","Robo a vehículos particulares",-103.189489,20.292918,"CHAPALA CENTRO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-16","Robo a persona",-103.423946,20.286993,"NEXTIPAC","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-30","Robo a vehículos particulares",-103.130239,20.329455,"SAN NICOLAS DE IBARRA","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-20","Robo casa habitación",-103.024669,19.91649,"MAZAMITLA","Mazamitla",59,"5:30","El patrimonio","Interior","MUN059"
"2017-01-17","Robo a vehículos particulares",-103.144912,20.121748,"EL REFUGIO","Tizapán el Alto",96,"5:30","El patrimonio","Interior","MUN096"
"2017-01-31","Homicidio doloso",-103.071,20.168198,"NO DISPONIBLE","Tizapán el Alto",96,"17:45","La vida y la integridad corporal","Interior","MUN096"
"2017-01-23","Robo a vehículos particulares",-103.424505,20.282839,"VIRGEN DE GUADALUPE 2","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-01","Homicidio doloso",-103.210286,20.309117,"NO DISPONIBLE","Chapala",30,"5:30","La vida y la integridad corporal","Interior","MUN030"
"2017-01-17","Violencia familiar",-103.192283,20.287815,"CHAPALA CENTRO","Chapala",30,"5:30","La familia","Interior","MUN030"
"2017-01-23","Robo a int de vehículos",-103.337775,20.289964,"SAN JUAN COSALA","Jocotepec",50,"17:45","El patrimonio","Interior","MUN050"
"2017-01-06","Violencia familiar",-103.016813,19.921714,"EL CHARCO","Mazamitla",59,"17:45","La familia","Interior","MUN059"
"2017-01-09","Homicidio doloso",-103.311172,20.290803,"NO DISPONIBLE","Jocotepec",50,"17:45","La vida y la integridad corporal","Interior","MUN050"
"2017-01-12","Robo casa habitación",-103.242842,20.297302,"SAN ANTONIO TLAYACAPAN","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-09","Robo a vehículos particulares",-103.330511,20.332691,"LAS TROJES","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-10","Lesiones dolosas",-103.19443,20.303434,"PLAZA DE TOROS","Chapala",30,"17:45","La vida y la integridad corporal","Interior","MUN030"
"2017-01-24","Robo casa habitación",-103.434389,20.281706,"LA LOMA","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-08","Lesiones dolosas",-103.130251,20.330929,"SAN NICOLAS DE IBARRA","Chapala",30,"17:45","La vida y la integridad corporal","Interior","MUN030"
"2017-01-24","Robo a negocio",-103.223548,20.291839,"RIBERA DEL PILAR","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-10","Robo a persona",-103.431071,20.282911,"CENTRO","Jocotepec",50,"17:45","El patrimonio","Interior","MUN050"
"2017-01-12","Lesiones dolosas",-103.057057,20.154155,"POPULAR","Tizapán el Alto",96,"5:30","La vida y la integridad corporal","Interior","MUN096"
"2017-01-14","Homicidio doloso",-103.429499,20.275777,"UNIDAD DEPORTIVA SUR","Jocotepec",50,"17:45","La vida y la integridad corporal","Interior","MUN050"
"2017-01-25","Robo a vehículos particulares",-103.195659,20.290248,"LOURDES","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-11","Lesiones dolosas",-103.189489,20.292918,"CHAPALA CENTRO","Chapala",30,"5:30","La vida y la integridad corporal","Interior","MUN030"
"2017-01-27","Robo casa habitación",-103.537133,20.390442,"EL MOLINO","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-18","Robo a persona",-103.515704,20.34836,"NO DISPONIBLE","Jocotepec",50,"17:45","El patrimonio","Interior","MUN050"
"2017-01-12","Robo casa habitación",-103.191729,20.289832,"CHAPALA CENTRO","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-17","Lesiones dolosas",-103.05663,20.155433,"POPULAR","Tizapán el Alto",96,"17:45","La vida y la integridad corporal","Interior","MUN096"
"2017-01-03","Abuso sexual infantil",-103.190261,20.304771,"GASTRONOMICA","Chapala",30,"5:30","La libertad y la seguridad sexual","Interior","MUN030"
"2017-01-05","Robo a vehículos particulares",-103.132603,20.393457,"ATOTONILQUILLO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-24","Robo casa habitación",-103.431071,20.282911,"CENTRO","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-18","Robo a vehículos particulares",-103.181777,20.296998,"NUEVO CHAPALA","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-11","Robo casa habitación",-103.021961,19.915396,"MAZAMITLA","Mazamitla",59,"17:45","El patrimonio","Interior","MUN059"
"2017-01-18","Robo a negocio",-103.020163,19.915167,"MAZAMITLA","Mazamitla",59,"5:30","El patrimonio","Interior","MUN059"
"2017-01-03","Robo a persona",-103.147691,20.320621,"NO DISPONIBLE","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-12","Lesiones dolosas",-103.539096,20.389781,"EL MOLINO","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-20","Robo a negocio",-103.047958,20.164389,"LAZARO CARDENAS Y UNIDAD","Tizapán el Alto",96,"5:30","El patrimonio","Interior","MUN096"
"2017-02-08","Robo casa habitación",-103.272764,20.301733,"AJIJIC","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-02-22","Lesiones dolosas",-103.19059,20.292267,"CHAPALA CENTRO","Chapala",30,"5:30","La vida y la integridad corporal","Interior","MUN030"
"2017-02-24","Robo casa habitación",-103.193811,20.296003,"TEPEHUA","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-02-14","Violencia familiar",-103.427875,20.282399,"VIRGEN DE GUADALUPE 2","Jocotepec",50,"17:45","La familia","Interior","MUN050"
"2017-02-28","Homicidio doloso",-103.193538,20.292279,"SAN MIGUEL","Chapala",30,"5:30","La vida y la integridad corporal","Interior","MUN030"
"2017-02-02","Robo a carga pesada",-103.127957,20.327395,"SAN NICOLAS DE IBARRA","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-02-20","Robo a vehículos particulares",-103.305991,20.198354,"SAN LUIS SOYATLAN","Tuxcueca",107,"5:30","El patrimonio","Interior","MUN107"
"2017-02-02","Homicidio doloso",-103.129758,20.325771,"SAN NICOLAS DE IBARRA","Chapala",30,"17:45","La vida y la integridad corporal","Interior","MUN030"
"2017-02-08","Robo a negocio",-103.392731,20.293291,"EL CHANTE","Jocotepec",50,"17:45","El patrimonio","Interior","MUN050"
"2017-02-10","Robo a negocio",-103.192774,20.303698,"PLAZA DE TOROS","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-02-20","Robo a vehículos particulares",-103.048393,20.158892,"DAVALOS FLORES","Tizapán el Alto",96,"5:30","El patrimonio","Interior","MUN096"
"2017-02-26","Lesiones dolosas",-103.194871,20.29381,"TEPEHUA","Chapala",30,"17:45","La vida y la integridad corporal","Interior","MUN030"
"2017-02-21","Robo a vehículos particulares",-103.191855,20.042308,"NO DISPONIBLE","Concepción de Buenos Aires",26,"5:30","El patrimonio","Interior","MUN026"
"2017-02-10","Robo casa habitación",-103.189528,20.29305,"CHAPALA CENTRO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-02-14","Violencia familiar",-103.198773,20.304103,"SANTA MARIA","Chapala",30,"5:30","La familia","Interior","MUN030"
"2017-02-11","Homicidio doloso",-103.490554,20.346983,"NO DISPONIBLE","Jocotepec",50,"17:45","La vida y la integridad corporal","Interior","MUN050"
"2017-02-27","Robo a vehículos particulares",-103.264644,20.300107,"AJIJIC","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-02-28","Robo a persona",-103.18602,20.28838,"LA CRISTIANIA","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
