fecha,delito,x,y,colonia,municipio,clave_mun,hora,bien_afectado,zona_geografica,ID_municipio_unico
01/07/2017,Robo a negocio,-103.684846,20.033326,JUANACATLAN,Tapalpa,86,05:30,El patrimonio,Interior,ENT14MUN086
14/07/2017,Robo a vehículos particulares,-103.611326,20.306376,GENERAL ANDRES FIGUEROA,Zacoalco de Torres,119,05:30,El patrimonio,Interior,ENT14MUN119
25/07/2017,Lesiones dolosas,-103.669215,20.352491,ATOTONILCO EL BAJO,Villa Corona,114,17:45,La vida y la integridad corporal,Interior,ENT14MUN114
10/07/2017,Robo a vehículos particulares,-103.824561,20.365013,SAN PEDRO,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
31/07/2017,Robo a vehículos particulares,-103.600665,20.427524,LA RESOLANA,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
25/07/2017,Robo a persona,-103.716552,20.430498,NO DISPONIBLE,Villa Corona,114,05:30,El patrimonio,Interior,ENT14MUN114
12/07/2017,Lesiones dolosas,-103.857848,20.507953,EL SALITRE,San Martín Hidalgo,77,17:45,La vida y la integridad corporal,Interior,ENT14MUN077
28/07/2017,Robo de motocicleta,-103.606861,20.418771,EL PLAN,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
25/07/2017,Robo de autopartes,-103.599867,19.874471,SAN MIGUEL,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
04/07/2017,Homicidio doloso,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
12/07/2017,Abuso sexual infantil,-103.671833,20.34904,ATOTONILCO EL BAJO,Villa Corona,114,17:45,La libertad y la seguridad sexual,Interior,ENT14MUN114
13/07/2017,Lesiones dolosas,-103.569946,20.348082,SAN JOSE DE LOS POZOS,Acatlán de Juárez,2,17:45,La vida y la integridad corporal,Interior,ENT14MUN002
10/07/2017,Lesiones dolosas,-103.819516,20.468583,SAN NICOLAS,Cocula,24,17:45,La vida y la integridad corporal,Interior,ENT14MUN024
20/07/2017,Robo a vehículos particulares,-103.381348,20.090064,EMILIANO ZAPATA,Teocuitatlán de Corona,92,17:45,El patrimonio,Interior,ENT14MUN092
03/07/2017,Abuso sexual infantil,-103.858354,20.382092,CONDE,San Martín Hidalgo,77,05:30,La libertad y la seguridad sexual,Interior,ENT14MUN077
19/07/2017,Robo a negocio,-103.928402,20.434254,CENTRO,San Martín Hidalgo,77,17:45,El patrimonio,Interior,ENT14MUN077
25/07/2017,Lesiones dolosas,-103.602107,20.428088,LA RESOLANA,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
04/07/2017,Robo a vehículos particulares,-103.818854,20.358529,LA ASCENCION,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
25/07/2017,Lesiones dolosas,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
04/07/2017,Lesiones dolosas,-103.598411,19.87994,SAN MIGUEL,Sayula,82,05:30,La vida y la integridad corporal,Interior,ENT14MUN082
26/07/2017,Robo a vehículos particulares,-103.805771,20.45458,LA SAUCEDA,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
