"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica"
"2022-07-16","Homicidio doloso",-102.6553806686869,20.42794381405097,"LABOR VIEJA","Ocotlán",63,"01:45","La vida y la integridad corporal","Interior"
"2022-07-26","Homicidio doloso",-102.95401019624063,20.317543789884652,"SAN PEDRO ITZICAN","Poncitlán",66,"15:50","La vida y la integridad corporal","Interior"
"2022-08-02","Homicidio doloso",-102.92832860807492,20.382070295990598,"CENTRO","Poncitlán",66,"12:20","La vida y la integridad corporal","Interior"
"2022-09-03","Homicidio doloso",-102.5115702784771,20.546912288702128,"CENTRO","Atotonilco el Alto",13,"16:00","La vida y la integridad corporal","Interior"
"2022-09-14","Homicidio doloso",-102.50153493012637,20.484051448674247,"SAN JOAQUIN","Atotonilco el Alto",13,"01:00","La vida y la integridad corporal","Interior"
"2022-09-25","Homicidio doloso",-103.02424622534991,20.337574403976703,"MEZCALA DE LA ASUNCION","Poncitlán",66,"18:11","La vida y la integridad corporal","Interior"
"2022-10-17","Homicidio doloso",-102.52886363817402,20.543139553609212,"DEL VALLE","Atotonilco el Alto",13,"03:00","La vida y la integridad corporal","Interior"
"2022-11-18","Homicidio doloso",-102.58161240540568,20.545633833924093,"NO DISPONIBLE","Atotonilco el Alto",13,"14:00","La vida y la integridad corporal","Interior"
"2022-11-28","Homicidio doloso",-102.78815989698285,20.54343149625351,"CENTRO","Tototlán",105,"17:00","La vida y la integridad corporal","Interior"
"2022-12-30","Homicidio doloso",-102.56781025882304,20.3227779155493,"NO DISPONIBLE","La Barca",18,"09:00","La vida y la integridad corporal","Interior"
"2022-12-31","Homicidio doloso",-102.54919274222144,20.280427394254815,"CENTRO","La Barca",18,"23:00","La vida y la integridad corporal","Interior"
"2022-12-18","Homicidio doloso",-102.4654832714575,20.6057475875307,"LA PURISIMA","Atotonilco el Alto",13,"N.D.","La vida y la integridad corporal","Interior"
"2022-01-03","Lesiones dolosas",-102.76537947926518,20.360704386635465,"FERROCARRIL","Ocotlán",63,"14:00","La vida y la integridad corporal","Interior"
"2022-01-04","Lesiones dolosas",-102.78358804583664,20.365431339811032,"LA PRIMAVERA","Ocotlán",63,"14:00","La vida y la integridad corporal","Interior"
"2022-01-05","Lesiones dolosas",-102.8241030284449,20.382023859450392,"SAN LUIS DEL AGUA CALIENTE","Poncitlán",66,"16:37","La vida y la integridad corporal","Interior"
"2022-01-07","Lesiones dolosas",-102.7948618942948,20.349102182017884,"NO DISPONIBLE","Poncitlán",66,"17:30","La vida y la integridad corporal","Interior"
"2022-01-10","Lesiones dolosas",-102.77825179016277,20.349342786673255,"CENTRO","Ocotlán",63,"12:00","La vida y la integridad corporal","Interior"
"2022-01-17","Lesiones dolosas",-102.13651847977815,20.452793941357484,"SAN GABRIEL","Degollado",33,"22:50","La vida y la integridad corporal","Interior"
"2022-01-17","Lesiones dolosas",-102.5064091428983,20.549906644167514,"INFONAVIT PROGRESO","Atotonilco el Alto",13,"19:44","La vida y la integridad corporal","Interior"
"2022-01-20","Lesiones dolosas",-102.77225363492992,20.332084176744413,"EL NUEVO FUERTE","Ocotlán",63,"12:30","La vida y la integridad corporal","Interior"
"2022-01-21","Lesiones dolosas",-103.01914105285681,20.335717797847522,"CENTRO","Poncitlán",66,"04:00","La vida y la integridad corporal","Interior"
"2022-01-27","Lesiones dolosas",-102.55382238144836,20.294738816867053,"LOMA BONITA","La Barca",18,"13:00","La vida y la integridad corporal","Interior"
"2022-01-31","Lesiones dolosas",-102.48275184874805,20.56305245531086,"NO DISPONIBLE","Atotonilco el Alto",13,"18:00","La vida y la integridad corporal","Interior"
"2022-01-31","Lesiones dolosas",-102.55054860069228,20.295512887574333,"REVOLUCION","La Barca",18,"18:00","La vida y la integridad corporal","Interior"
"2022-01-31","Lesiones dolosas",-102.54901174923513,20.276694811084823,"CENTRO","La Barca",18,"10:30","La vida y la integridad corporal","Interior"
"2022-02-01","Lesiones dolosas",-102.70870348881776,20.292119934896743,"CENTRO","Jamay",47,"09:00","La vida y la integridad corporal","Interior"
"2022-02-02","Lesiones dolosas",-102.74220597683512,20.524329495718817,"COINAN GRANDE","Tototlán",105,"12:00","La vida y la integridad corporal","Interior"
"2022-02-03","Lesiones dolosas",-102.54697166484482,20.296734373109196,"REVOLUCION","La Barca",18,"17:00","La vida y la integridad corporal","Interior"
"2022-02-05","Lesiones dolosas",-102.77457600472792,20.3619737611539,"FLORIDA","Ocotlán",63,"20:15","La vida y la integridad corporal","Interior"
"2022-02-06","Lesiones dolosas",-102.47284275316748,20.343217902499855,"EL LORETO (OCCIDENTAL)","La Barca",18,"23:30","La vida y la integridad corporal","Interior"
"2022-02-08","Lesiones dolosas",-102.77281313562501,20.34236677088579,"6 DE NOVIEMBRE","Ocotlán",63,"11:15","La vida y la integridad corporal","Interior"
"2022-02-08","Lesiones dolosas",-103.00938098293096,20.334408880331498,"CANTERIA","Poncitlán",66,"07:22","La vida y la integridad corporal","Interior"
"2022-02-08","Lesiones dolosas",-102.77202773091712,20.348861803460963,"CENTRO","Ocotlán",63,"11:20","La vida y la integridad corporal","Interior"
"2022-02-08","Lesiones dolosas",-103.0618046096059,20.40020018359185,"SAN JACINTO","Poncitlán",66,"12:00","La vida y la integridad corporal","Interior"
"2022-02-08","Lesiones dolosas",-102.54754518332226,20.28885209551485,"CENTRO","La Barca",18,"14:20","La vida y la integridad corporal","Interior"
"2022-02-09","Lesiones dolosas",-102.76232745622738,20.358593590902505,"SAN JUAN","Ocotlán",63,"11:30","La vida y la integridad corporal","Interior"
"2022-02-10","Lesiones dolosas",-102.5356097529455,20.290265653303205,"SANTA CECILIA","La Barca",18,"11:40","La vida y la integridad corporal","Interior"
"2022-02-11","Lesiones dolosas",-102.50086600443387,20.552246391027083,"CHICHIMECO","Atotonilco el Alto",13,"21:15","La vida y la integridad corporal","Interior"
"2022-02-14","Lesiones dolosas",-102.77876598388757,20.35665239405459,"CAMINO REAL","Ocotlán",63,"09:00","La vida y la integridad corporal","Interior"
"2022-02-14","Lesiones dolosas",-102.77378336508025,20.319439646584314,"LOS AGRICULTORES DE OCOTLAN","Ocotlán",63,"11:47","La vida y la integridad corporal","Interior"
"2022-02-15","Lesiones dolosas",-102.49548543275681,20.47111216088056,"SANTA ELENA","Atotonilco el Alto",13,"11:30","La vida y la integridad corporal","Interior"
"2022-02-16","Lesiones dolosas",-102.79346390666517,20.543841072075786,"CENTRO","Tototlán",105,"17:45","La vida y la integridad corporal","Interior"
"2022-02-16","Lesiones dolosas",-102.76731338128995,20.36639473113302,"PASO BLANCO","Ocotlán",63,"17:30","La vida y la integridad corporal","Interior"
"2022-02-21","Lesiones dolosas",-102.77010285694577,20.338982421944348,"RIVERAS DE ZULA","Ocotlán",63,"15:00","La vida y la integridad corporal","Interior"
"2022-02-22","Lesiones dolosas",-102.78232563640586,20.369474433419565,"LA PRIMAVERA","Ocotlán",63,"00:30","La vida y la integridad corporal","Interior"
"2022-02-22","Lesiones dolosas",-102.77634702339482,20.37174294198385,"LA PRIMAVERA","Ocotlán",63,"22:30","La vida y la integridad corporal","Interior"
"2022-02-22","Lesiones dolosas",-102.55443808645848,20.27921948046798,"CENTRO","La Barca",18,"16:00","La vida y la integridad corporal","Interior"
"2022-02-23","Lesiones dolosas",-102.52844185943333,20.545699634049434,"DEL VALLE","Atotonilco el Alto",13,"22:00","La vida y la integridad corporal","Interior"
"2022-02-28","Lesiones dolosas",-102.74279685145092,20.3397774293018,"SAN ANDRES","Ocotlán",63,"23:45","La vida y la integridad corporal","Interior"
"2022-02-28","Lesiones dolosas",-102.77673597063334,20.370730961475108,"LA PRIMAVERA","Ocotlán",63,"16:00","La vida y la integridad corporal","Interior"
"2022-02-28","Lesiones dolosas",-102.32791379176442,20.527388636632796,"LOS OLIVOS","Ayotlán",16,"07:00","La vida y la integridad corporal","Interior"
"2022-03-01","Lesiones dolosas",-102.77191518304501,20.309933870974337,"EL RAICERO","Ocotlán",63,"22:00","La vida y la integridad corporal","Interior"
"2022-03-02","Lesiones dolosas",-102.78232563640586,20.369474433419565,"LA PRIMAVERA","Ocotlán",63,"22:20","La vida y la integridad corporal","Interior"
"2022-03-02","Lesiones dolosas",-102.51608777164618,20.550404216274696,"NUESTRA SEÑORA DE LOURDES","Atotonilco el Alto",13,"18:30","La vida y la integridad corporal","Interior"
"2022-03-02","Lesiones dolosas",-102.75919474119675,20.359102136949957,"SAN JUAN","Ocotlán",63,"10:00","La vida y la integridad corporal","Interior"
"2022-03-04","Lesiones dolosas",-102.51263042146462,20.53933268559011,"EL JOSEFINO","Atotonilco el Alto",13,"20:30","La vida y la integridad corporal","Interior"
"2022-03-07","Lesiones dolosas",-102.95289518894913,20.317208072750972,"SAN PEDRO ITZICAN","Poncitlán",66,"20:30","La vida y la integridad corporal","Interior"
"2022-03-07","Lesiones dolosas",-102.78370598866823,20.3679648325458,"LA PRIMAVERA","Ocotlán",63,"20:30","La vida y la integridad corporal","Interior"
"2022-03-07","Lesiones dolosas",-102.51183798177723,20.548002217273186,"CENTRO","Atotonilco el Alto",13,"11:30","La vida y la integridad corporal","Interior"
"2022-03-07","Lesiones dolosas",-102.48688289689237,20.559843060141578,"LAS PALMAS","Atotonilco el Alto",13,"18:43","La vida y la integridad corporal","Interior"
"2022-03-09","Lesiones dolosas",-102.77576909491921,20.354116659618214,"SAN VICENTE","Ocotlán",63,"07:30","La vida y la integridad corporal","Interior"
"2022-03-09","Lesiones dolosas",-102.48593016774026,20.420573393932703,"EL TARENGO","La Barca",18,"17:00","La vida y la integridad corporal","Interior"
"2022-03-10","Lesiones dolosas",-102.50310762378301,20.549199201233453,"CHICHIMECO","Atotonilco el Alto",13,"13:00","La vida y la integridad corporal","Interior"
"2022-03-10","Lesiones dolosas",-102.55982127992478,20.48053044980642,"LA CONCEPCION","Atotonilco el Alto",13,"22:00","La vida y la integridad corporal","Interior"
"2022-03-13","Lesiones dolosas",-102.56276535332326,20.59889652133809,"SAN FRANCISCO DE ASIS (FCO JAVIER MINA)","Atotonilco el Alto",13,"N.D.","La vida y la integridad corporal","Interior"
"2022-03-14","Lesiones dolosas",-102.76884682470208,20.338804148887725,"RIVERAS DE ZULA","Ocotlán",63,"14:00","La vida y la integridad corporal","Interior"
"2022-03-14","Lesiones dolosas",-102.43578831119468,20.514591939571353,"EL REFUGIO DE LOS BAJOS","Atotonilco el Alto",13,"22:30","La vida y la integridad corporal","Interior"
"2022-03-15","Lesiones dolosas",-102.51030161850454,20.54926679542452,"CENTRO","Atotonilco el Alto",13,"19:40","La vida y la integridad corporal","Interior"
"2022-03-16","Lesiones dolosas",-102.38917391672487,20.441086265855755,"SANTA RITA","Ayotlán",16,"11:00","La vida y la integridad corporal","Interior"
"2022-03-16","Lesiones dolosas",-102.77082393283017,20.336044882191196,"EL NUEVO FUERTE","Ocotlán",63,"13:00","La vida y la integridad corporal","Interior"
"2022-03-18","Lesiones dolosas",-102.77565815917589,20.354149971214518,"FLORIDA","Ocotlán",63,"22:30","La vida y la integridad corporal","Interior"
