"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica","ID_municipio_unico"
"2021-10-26","Violencia familiar",-103.36966477021609,19.562850370234734,"LA TALPITA","Tuxpan",108,"00:08","La familia","Interior","MUN108"
"2021-10-26","Violencia familiar",-103.40047218327331,19.66659241934608,"EL RINCON","Zapotiltic",121,"14:28","La familia","Interior","MUN121"
"2021-01-28","Violencia familiar",-103.46084833657844,19.696111298157696,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"06:30","La familia","Interior","MUN023"
"2021-10-29","Violencia familiar",-103.46730668092069,19.709932330580763,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"08:00","La familia","Interior","MUN023"
"2021-10-30","Violencia familiar",-103.35699060308903,19.61294052508361,"NO DISPONIBLE","Zapotiltic",121,"12:00","La familia","Interior","MUN121"
"2021-01-29","Violencia familiar",-103.4844991535246,19.685614326764732,"FRESNO","Zapotlán el Grande",23,"N.D.","La familia","Interior","MUN023"
"2021-11-06","Violencia familiar",-103.47202274602205,19.693445608325636,"EL JAZMIN","Zapotlán el Grande",23,"21:00","La familia","Interior","MUN023"
"2021-11-08","Violencia familiar",-103.41972852441724,19.629176573820786,"ZAPOTILTIC","Zapotiltic",121,"19:00","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.42434366131947,19.634846421322973,"LAZARO CARDENAS","Zapotiltic",121,"19:48","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.44901712081572,19.637674741008816,"LAZARO CARDENAS","Zapotiltic",121,"17:30","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.44941128297549,19.63483807848007,"LAZARO CARDENAS","Zapotiltic",121,"12:00","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.42084753629761,19.620603753092443,"PROVIPOSA","Zapotiltic",121,"18:00","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.40152016865184,19.664737985940576,"EL RINCON","Zapotiltic",121,"21:00","La familia","Interior","MUN121"
"2021-11-08","Violencia familiar",-103.4797023789664,19.688930672236634,"CONSTITUYENTES","Zapotlán el Grande",23,"19:45","La familia","Interior","MUN023"
"2021-01-30","Violencia familiar",-103.47398179847268,19.690017467403177,"CONSTITUYENTES","Zapotlán el Grande",23,"14:00","La familia","Interior","MUN023"
"2021-11-09","Violencia familiar",-103.46730668092069,19.709932330580763,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"21:00","La familia","Interior","MUN023"
"2021-02-02","Violencia familiar",-103.10212218466175,19.809553835239345,"NO DISPONIBLE","Tamazula de Gordiano",85,"07:30","La familia","Interior","MUN085"
"2021-11-22","Violencia familiar",-103.46324842181706,19.72072744238175,"MANSIONES DEL REAL","Zapotlán el Grande",23,"16:00","La familia","Interior","MUN023"
"2021-11-23","Violencia familiar",-103.4697383896589,19.71566563196479,"VILLAS DE CALDERON","Zapotlán el Grande",23,"09:30","La familia","Interior","MUN023"
"2021-11-23","Violencia familiar",-103.47661631855124,19.705031441944154,"16 DE SEPTIEMBRE","Zapotlán el Grande",23,"12:00","La familia","Interior","MUN023"
"2021-11-26","Violencia familiar",-103.41879038516105,19.6253878691084,"ZAPOTILTIC","Zapotiltic",121,"21:40","La familia","Interior","MUN121"
"2021-11-26","Violencia familiar",-103.24216066901953,19.676303882792116,"DEL BOSQUE","Tamazula de Gordiano",85,"19:00","La familia","Interior","MUN085"
"2021-11-29","Violencia familiar",-103.45964092608419,19.717965310488665,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"01:00","La familia","Interior","MUN023"
"2021-11-30","Violencia familiar",-103.46809924628518,19.67970525961045,"NUEVO DESARROLLO","Zapotlán el Grande",23,"17:00","La familia","Interior","MUN023"
"2021-12-02","Violencia familiar",-103.48904738000603,19.69092377648249,"CIUDAD GUZMAN","Zapotlán el Grande",23,"19:30","La familia","Interior","MUN023"
"2021-12-02","Violencia familiar",-103.41357683830913,19.6255508068369,"ZAPOTILTIC","Zapotiltic",121,"05:00","La familia","Interior","MUN121"
"2021-12-08","Violencia familiar",-103.43083300812688,19.531608025860148,"NO DISPONIBLE","Tuxpan",108,"14:30","La familia","Interior","MUN108"
"2021-12-09","Violencia familiar",-103.41732636575767,19.632116814558167,"LAZARO CARDENAS","Zapotiltic",121,"20:25","La familia","Interior","MUN121"
"2021-12-13","Violencia familiar",-103.44583597795724,19.63520829613794,"HUESCALAPA","Zapotiltic",121,"15:00","La familia","Interior","MUN121"
"2021-02-04","Violencia familiar",-103.77898842540355,19.77368190505715,"JIQUILPAN","San Gabriel",113,"N.D.","La familia","Interior","MUN113"
"2021-02-04","Violencia familiar",-103.45423266757079,19.731579775616304,"MARIANO OTERO","Zapotlán el Grande",23,"23:30","La familia","Interior","MUN023"
"2021-12-20","Violencia familiar",-103.41544013890027,19.62804707191476,"ZAPOTILTIC","Zapotiltic",121,"20:05","La familia","Interior","MUN121"
"2021-12-21","Violencia familiar",-103.76109171837055,19.74307832022544,"OLAS ALTAS","San Gabriel",113,"18:00","La familia","Interior","MUN113"
"2021-12-23","Violencia familiar",-103.3805803891711,19.252253378807417,"PIHUAMO","Pihuamo",65,"01:00","La familia","Interior","MUN065"
"2021-12-23","Violencia familiar",-103.421892087345,19.627157501753093,"ZAPOTILTIC","Zapotiltic",121,"17:45","La familia","Interior","MUN121"
"2021-12-26","Violencia familiar",-103.44905195400781,19.63383183626659,"HUESCALAPA","Zapotiltic",121,"19:00","La familia","Interior","MUN121"
"2021-12-28","Violencia familiar",-103.47886583320877,19.690799733747454,"CONSTITUYENTES","Zapotlán el Grande",23,"17:30","La familia","Interior","MUN023"
"2021-12-29","Violencia familiar",-103.38249546787252,19.244671485803394,"PIHUAMO","Pihuamo",65,"21:00","La familia","Interior","MUN065"
"2021-12-31","Violencia familiar",-103.40913060875546,19.628829324267645,"5 DE NOVIEMBRE","Zapotiltic",121,"12:30","La familia","Interior","MUN121"
"2021-12-31","Violencia familiar",-103.46000218138865,19.689475189382364,"PINAR DE LOS ESCRITORES","Zapotlán el Grande",23,"14:26","La familia","Interior","MUN023"
